395,NATIONAL SHIPPING SA,Argentina,12 Vessels,NATIONAL SHIPPING SA,https://magicport.ai/owners-managers/argentina/national-shipping-sa,2025-09-07 09:19:59
396,TRANS ONA SAMCIF,Argentina,6 Vessels,TRANS ONA SAMCIF,https://magicport.ai/owners-managers/argentina/trans-ona-samcif,2025-09-07 09:19:59
397,BAHIA GRANDE SA,Argentina,6 Vessels,BAHIA GRANDE SA,https://magicport.ai/owners-managers/argentina/bahia-grande-sa,2025-09-07 09:19:59
398,COMPANIA NAVIOS ARGENTINA SA,Argentina,4 Vessels,COMPANIA NAVIOS ARGENTINA SA,https://magicport.ai/owners-managers/argentina/compania-navios-argentina-sa,2025-09-07 09:19:59
399,"CASTRO, CASACCIA Y CELESIA",Argentina,2 Vessels,"CASTRO, CASACCIA Y CELESIA",https://magicport.ai/owners-managers/argentina/castro-casaccia-y-celesia,2025-09-07 09:19:59
400,ENPASA,Argentina,2 Vessels,ENPASA,https://magicport.ai/owners-managers/argentina/enpasa,2025-09-07 09:19:59
401,CABO VIRGENES SHIPPING INC,Argentina,2 Vessels,CABO VIRGENES SHIPPING INC,https://magicport.ai/owners-managers/argentina/cabo-virgenes-shipping-inc,2025-09-07 09:19:59
402,CABO PILAR SHIPPING INC,Argentina,2 Vessels,CABO PILAR SHIPPING INC,https://magicport.ai/owners-managers/argentina/cabo-pilar-shipping-inc,2025-09-07 09:19:59
403,IMUSA-PAN,Argentina,2 Vessels,IMUSA-PAN,https://magicport.ai/owners-managers/argentina/imusa-pan,2025-09-07 09:19:59
404,"CASTRO, CASACCIA Y CELESIA",Argentina,2 Vessels,"CASTRO, CASACCIA Y CELESIA",https://magicport.ai/owners-managers/argentina/castro-casaccia-y-celesia,2025-09-07 09:19:59
405,NOTOS SHIPPING LTD,Argentina,2 Vessels,NOTOS SHIPPING LTD,https://magicport.ai/owners-managers/argentina/notos-shipping-ltd,2025-09-07 09:19:59
406,ENPASA,Argentina,2 Vessels,ENPASA,https://magicport.ai/owners-managers/argentina/enpasa,2025-09-07 09:19:59
407,PRIME SHIPPING LLC-ARM,Armenia,2 Vessels,PRIME SHIPPING LLC-ARM,https://magicport.ai/owners-managers/armenia/prime-shipping-llc-arm,2025-09-07 09:20:15
408,SVITZER AUSTRALIA PTY LTD,Australia,93 Vessels,SVITZER AUSTRALIA PTY LTD,https://magicport.ai/owners-managers/australia/svitzer-australia-pty-ltd,2025-09-07 09:21:09
409,HULL 2227 SHIPPING LTD,Australia,20 Vessels,HULL 2227 SHIPPING LTD,https://magicport.ai/owners-managers/australia/hull-2227-shipping-ltd,2025-09-07 09:21:09
410,SEA SWIFT PTY LTD,Australia,17 Vessels,SEA SWIFT PTY LTD,https://magicport.ai/owners-managers/australia/sea-swift-pty-ltd,2025-09-07 09:21:09
411,AUSTRALIA GOVT ROYAL NAVY,Australia,15 Vessels,AUSTRALIA GOVT ROYAL NAVY,https://magicport.ai/owners-managers/australia/australia-govt-royal-navy,2025-09-07 09:21:09
412,CSL AUSTRALIA PTY LTD,Australia,12 Vessels,CSL AUSTRALIA PTY LTD,https://magicport.ai/owners-managers/australia/csl-australia-pty-ltd,2025-09-07 09:21:09
413,NATIONAL AUSTRALIA BANK LTD,Australia,10 Vessels,NATIONAL AUSTRALIA BANK LTD,https://magicport.ai/owners-managers/australia/national-australia-bank-ltd,2025-09-07 09:21:09
414,FORTESCUE LTD,Australia,9 Vessels,FORTESCUE LTD,https://magicport.ai/owners-managers/australia/fortescue-ltd,2025-09-07 09:21:09
415,TEEKAY SHIPPING AUSTRALIA,Australia,6 Vessels,TEEKAY SHIPPING AUSTRALIA,https://magicport.ai/owners-managers/australia/teekay-shipping-australia,2025-09-07 09:21:09
416,DMS MARITIME PTY LTD,Australia,5 Vessels,DMS MARITIME PTY LTD,https://magicport.ai/owners-managers/australia/dms-maritime-pty-ltd,2025-09-07 09:21:09
417,ARGO MARINE LTD,Australia,4 Vessels,ARGO MARINE LTD,https://magicport.ai/owners-managers/australia/argo-marine-ltd,2025-09-07 09:21:09
418,AURIGA MARINE PTY LTD,Australia,3 Vessels,AURIGA MARINE PTY LTD,https://magicport.ai/owners-managers/australia/auriga-marine-pty-ltd,2025-09-07 09:21:09
419,POLARIS MARINE PTY LTD,Australia,3 Vessels,POLARIS MARINE PTY LTD,https://magicport.ai/owners-managers/australia/polaris-marine-pty-ltd,2025-09-07 09:21:09
420,OCEANGAS SERVICES AUSTRALIA,Australia,3 Vessels,OCEANGAS SERVICES AUSTRALIA,https://magicport.ai/owners-managers/australia/oceangas-services-australia,2025-09-07 09:21:09
421,CARPENTARIA MARINE SERVICES,Australia,3 Vessels,CARPENTARIA MARINE SERVICES,https://magicport.ai/owners-managers/australia/carpentaria-marine-services,2025-09-07 09:21:09
422,WBT HOLDINGS PTY LTD,Australia,2 Vessels,WBT HOLDINGS PTY LTD,https://magicport.ai/owners-managers/australia/wbt-holdings-pty-ltd,2025-09-07 09:21:09
423,WESTSEA MARINE PTY LTD,Australia,2 Vessels,WESTSEA MARINE PTY LTD,https://magicport.ai/owners-managers/australia/westsea-marine-pty-ltd,2025-09-07 09:21:09
424,P&O MARITIME SERVICES PTY LTD,Australia,2 Vessels,P&O MARITIME SERVICES PTY LTD,https://magicport.ai/owners-managers/australia/po-maritime-services-pty-ltd,2025-09-07 09:21:09
425,CARPENTARIA SHIPPING SERVICES,Australia,2 Vessels,CARPENTARIA SHIPPING SERVICES,https://magicport.ai/owners-managers/australia/carpentaria-shipping-services,2025-09-07 09:21:09
426,BP AUSTRALIA PTY LTD,Australia,2 Vessels,BP AUSTRALIA PTY LTD,https://magicport.ai/owners-managers/australia/bp-australia-pty-ltd,2025-09-07 09:21:09
427,TOTAL AMS PTY LTD,Australia,2 Vessels,TOTAL AMS PTY LTD,https://magicport.ai/owners-managers/australia/total-ams-pty-ltd,2025-09-07 09:21:09
428,TOTAL AMS PTY LTD,Australia,2 Vessels,TOTAL AMS PTY LTD,https://magicport.ai/owners-managers/australia/total-ams-pty-ltd,2025-09-07 09:21:09
429,MERIDIAN SHIPPING & MANAGEMENT,Azerbaijan,20 Vessels,MERIDIAN SHIPPING & MANAGEMENT,https://magicport.ai/owners-managers/azerbaijan/meridian-shipping-management,2025-09-07 09:22:04
430,CASPIAN MARINE SERVICES LTD,Azerbaijan,12 Vessels,CASPIAN MARINE SERVICES LTD,https://magicport.ai/owners-managers/azerbaijan/caspian-marine-services-ltd,2025-09-07 09:22:04
431,CASPIAN MARINE SERVICES BV,Azerbaijan,10 Vessels,CASPIAN MARINE SERVICES BV,https://magicport.ai/owners-managers/azerbaijan/caspian-marine-services-bv,2025-09-07 09:22:04
432,SAMAYA CO LTD LLC,Azerbaijan,7 Vessels,SAMAYA CO LTD LLC,https://magicport.ai/owners-managers/azerbaijan/samaya-co-ltd-llc,2025-09-07 09:22:04
433,ASCO SHIPMANAGEMENT AFEZCO,Azerbaijan,6 Vessels,ASCO SHIPMANAGEMENT AFEZCO,https://magicport.ai/owners-managers/azerbaijan/asco-shipmanagement-afezco,2025-09-07 09:22:04
434,TRUST MARINE MANAGEMENT LTD,Azerbaijan,4 Vessels,TRUST MARINE MANAGEMENT LTD,https://magicport.ai/owners-managers/azerbaijan/trust-marine-management-ltd,2025-09-07 09:22:04
435,NAUTICAL UNITY SHIPMANAGEMENT,Azerbaijan,3 Vessels,NAUTICAL UNITY SHIPMANAGEMENT,https://magicport.ai/owners-managers/azerbaijan/nautical-unity-shipmanagement,2025-09-07 09:22:04
436,TITAN MARINE MANAGEMENT' LLC,Azerbaijan,3 Vessels,TITAN MARINE MANAGEMENT' LLC,https://magicport.ai/owners-managers/azerbaijan/titan-marine-management-llc,2025-09-07 09:22:04
437,AQUA FLEET MANAGEMENT LLC,Azerbaijan,3 Vessels,AQUA FLEET MANAGEMENT LLC,https://magicport.ai/owners-managers/azerbaijan/aqua-fleet-management-llc,2025-09-07 09:22:04
438,SOUTHERN OIL ADMINISTRATION,Azerbaijan,3 Vessels,SOUTHERN OIL ADMINISTRATION,https://magicport.ai/owners-managers/azerbaijan/southern-oil-administration,2025-09-07 09:22:04
439,ANCHOR ELITE SHIPMANAGEMENT,Azerbaijan,3 Vessels,ANCHOR ELITE SHIPMANAGEMENT,https://magicport.ai/owners-managers/azerbaijan/anchor-elite-shipmanagement,2025-09-07 09:22:04
440,MARINE GUARDIAN SHIPMANAGEMENT,Azerbaijan,3 Vessels,MARINE GUARDIAN SHIPMANAGEMENT,https://magicport.ai/owners-managers/azerbaijan/marine-guardian-shipmanagement,2025-09-07 09:22:04
441,HARBOR HARMONY SHIPMANAGEMENT,Azerbaijan,3 Vessels,HARBOR HARMONY SHIPMANAGEMENT,https://magicport.ai/owners-managers/azerbaijan/harbor-harmony-shipmanagement,2025-09-07 09:22:04
442,TITAN MARINE MANAGEMENT' LLC,Azerbaijan,3 Vessels,TITAN MARINE MANAGEMENT' LLC,https://magicport.ai/owners-managers/azerbaijan/titan-marine-management-llc,2025-09-07 09:22:04
443,VOYAGE GUARD SHIPMANAGEMENT,Azerbaijan,3 Vessels,VOYAGE GUARD SHIPMANAGEMENT,https://magicport.ai/owners-managers/azerbaijan/voyage-guard-shipmanagement,2025-09-07 09:22:04
444,SOUTHERN OIL ADMINISTRATION,Azerbaijan,3 Vessels,SOUTHERN OIL ADMINISTRATION,https://magicport.ai/owners-managers/azerbaijan/southern-oil-administration,2025-09-07 09:22:04
445,AQUA FLEET MANAGEMENT LLC,Azerbaijan,3 Vessels,AQUA FLEET MANAGEMENT LLC,https://magicport.ai/owners-managers/azerbaijan/aqua-fleet-management-llc,2025-09-07 09:22:04
446,BSTLS SHIPPING LLC,Azerbaijan,3 Vessels,BSTLS SHIPPING LLC,https://magicport.ai/owners-managers/azerbaijan/bstls-shipping-llc,2025-09-07 09:22:04
447,NEPTUNE NAVIGATORS' LLC,Azerbaijan,3 Vessels,NEPTUNE NAVIGATORS' LLC,https://magicport.ai/owners-managers/azerbaijan/neptune-navigators-llc,2025-09-07 09:22:04
448,SA MARITIME AFEZCO,Azerbaijan,2 Vessels,SA MARITIME AFEZCO,https://magicport.ai/owners-managers/azerbaijan/sa-maritime-afezco,2025-09-07 09:22:04
449,AKARA NAVIGATION LLC,Azerbaijan,2 Vessels,AKARA NAVIGATION LLC,https://magicport.ai/owners-managers/azerbaijan/akara-navigation-llc,2025-09-07 09:22:04
450,NAVIGENIX SHIPMANAGEMENT LLC,Azerbaijan,2 Vessels,NAVIGENIX SHIPMANAGEMENT LLC,https://magicport.ai/owners-managers/azerbaijan/navigenix-shipmanagement-llc,2025-09-07 09:22:04
451,SA MARITIME AFEZCO,Azerbaijan,2 Vessels,SA MARITIME AFEZCO,https://magicport.ai/owners-managers/azerbaijan/sa-maritime-afezco,2025-09-07 09:22:04
452,SAMAYA LOGISTIC LLC,Azerbaijan,2 Vessels,SAMAYA LOGISTIC LLC,https://magicport.ai/owners-managers/azerbaijan/samaya-logistic-llc,2025-09-07 09:22:04
453,SIO SHIPPING LTD,Azerbaijan,2 Vessels,SIO SHIPPING LTD,https://magicport.ai/owners-managers/azerbaijan/sio-shipping-ltd,2025-09-07 09:22:04
454,MONOLIT-D LTD,Azerbaijan,2 Vessels,MONOLIT-D LTD,https://magicport.ai/owners-managers/azerbaijan/monolit-d-ltd,2025-09-07 09:22:04
455,AL JAZEERA SHIPPING CO WLL,Bahrain,23 Vessels,AL JAZEERA SHIPPING CO WLL,https://magicport.ai/owners-managers/bahrain/al-jazeera-shipping-co-wll,2025-09-07 09:22:19
456,AL JAZEERA SHIPPING CO,Bahrain,6 Vessels,AL JAZEERA SHIPPING CO,https://magicport.ai/owners-managers/bahrain/al-jazeera-shipping-co,2025-09-07 09:22:19
457,YUSUF BIN AHMED KANOO CO WLL,Bahrain,5 Vessels,YUSUF BIN AHMED KANOO CO WLL,https://magicport.ai/owners-managers/bahrain/yusuf-bin-ahmed-kanoo-co-wll,2025-09-07 09:22:19
458,UNITED CEMENT CO WLL,Bahrain,3 Vessels,UNITED CEMENT CO WLL,https://magicport.ai/owners-managers/bahrain/united-cement-co-wll,2025-09-07 09:22:19
459,KAIKSOW MODERN TRADING,Bahrain,3 Vessels,KAIKSOW MODERN TRADING,https://magicport.ai/owners-managers/bahrain/kaiksow-modern-trading,2025-09-07 09:22:19
460,BACH DANG SHIPYARD,Bahrain,2 Vessels,BACH DANG SHIPYARD,https://magicport.ai/owners-managers/bahrain/bach-dang-shipyard,2025-09-07 09:22:19
461,BRAVE ROYAL SHIP MANAGEMENT,Bangladesh,33 Vessels,BRAVE ROYAL SHIP MANAGEMENT,https://magicport.ai/owners-managers/bangladesh/brave-royal-ship-management,2025-09-07 09:23:24
462,MERCANTILE SHIPPING LINES LTD,Bangladesh,29 Vessels,MERCANTILE SHIPPING LINES LTD,https://magicport.ai/owners-managers/bangladesh/mercantile-shipping-lines-ltd,2025-09-07 09:23:24
463,SR SHIPPING LTD,Bangladesh,18 Vessels,SR SHIPPING LTD,https://magicport.ai/owners-managers/bangladesh/sr-shipping-ltd,2025-09-07 09:23:24
464,AKIJ SHIPPING LINE LTD,Bangladesh,10 Vessels,AKIJ SHIPPING LINE LTD,https://magicport.ai/owners-managers/bangladesh/akij-shipping-line-ltd,2025-09-07 09:23:24
465,KARNAPHULI MARITIME LTD,Bangladesh,8 Vessels,KARNAPHULI MARITIME LTD,https://magicport.ai/owners-managers/bangladesh/karnaphuli-maritime-ltd,2025-09-07 09:23:24
466,UNIQUE CEMENT INDUSTRIES LTD,Bangladesh,8 Vessels,UNIQUE CEMENT INDUSTRIES LTD,https://magicport.ai/owners-managers/bangladesh/unique-cement-industries-ltd,2025-09-07 09:23:24
467,MAA SHIPPING PVT LTD,Bangladesh,8 Vessels,MAA SHIPPING PVT LTD,https://magicport.ai/owners-managers/bangladesh/maa-shipping-pvt-ltd,2025-09-07 09:23:24
468,BANGLADESH SHIPPING CORP,Bangladesh,7 Vessels,BANGLADESH SHIPPING CORP,https://magicport.ai/owners-managers/bangladesh/bangladesh-shipping-corp,2025-09-07 09:23:24
469,VANGUARD MARITIME LTD,Bangladesh,7 Vessels,VANGUARD MARITIME LTD,https://magicport.ai/owners-managers/bangladesh/vanguard-maritime-ltd,2025-09-07 09:23:24
470,MARINE HOUSE LTD,Bangladesh,7 Vessels,MARINE HOUSE LTD,https://magicport.ai/owners-managers/bangladesh/marine-house-ltd,2025-09-07 09:23:24
471,JAHAN MARINE PVT LTD,Bangladesh,7 Vessels,JAHAN MARINE PVT LTD,https://magicport.ai/owners-managers/bangladesh/jahan-marine-pvt-ltd,2025-09-07 09:23:24
472,SONARGAON SEED CRUSHING MILLS,Bangladesh,6 Vessels,SONARGAON SEED CRUSHING MILLS,https://magicport.ai/owners-managers/bangladesh/sonargaon-seed-crushing-mills,2025-09-07 09:23:24
473,KARNAPHULI LTD,Bangladesh,6 Vessels,KARNAPHULI LTD,https://magicport.ai/owners-managers/bangladesh/karnaphuli-ltd,2025-09-07 09:23:24
474,BRAVE ROYAL SHIPPING LTD,Bangladesh,6 Vessels,BRAVE ROYAL SHIPPING LTD,https://magicport.ai/owners-managers/bangladesh/brave-royal-shipping-ltd,2025-09-07 09:23:24
475,MARINTRUST LTD,Bangladesh,5 Vessels,MARINTRUST LTD,https://magicport.ai/owners-managers/bangladesh/marintrust-ltd,2025-09-07 09:23:24
476,MEGHNA SUGAR REFINERY LTD,Bangladesh,5 Vessels,MEGHNA SUGAR REFINERY LTD,https://magicport.ai/owners-managers/bangladesh/meghna-sugar-refinery-ltd,2025-09-07 09:23:24
477,KARIM SHIPPING LINES LTD,Bangladesh,4 Vessels,KARIM SHIPPING LINES LTD,https://magicport.ai/owners-managers/bangladesh/karim-shipping-lines-ltd,2025-09-07 09:23:24
478,AKIJ OCEAN LINE LTD,Bangladesh,4 Vessels,AKIJ OCEAN LINE LTD,https://magicport.ai/owners-managers/bangladesh/akij-ocean-line-ltd,2025-09-07 09:23:24
479,SONARGAON FLOUR & DAL MILLS,Bangladesh,4 Vessels,SONARGAON FLOUR & DAL MILLS,https://magicport.ai/owners-managers/bangladesh/sonargaon-flour-dal-mills,2025-09-07 09:23:24
480,BSA SHIPPING LTD,Bangladesh,4 Vessels,BSA SHIPPING LTD,https://magicport.ai/owners-managers/bangladesh/bsa-shipping-ltd,2025-09-07 09:23:24
481,SONARGAON FLOUR & DAL MILLS,Bangladesh,4 Vessels,SONARGAON FLOUR & DAL MILLS,https://magicport.ai/owners-managers/bangladesh/sonargaon-flour-dal-mills,2025-09-07 09:23:24
482,NAAF MARINE SERVICES,Bangladesh,4 Vessels,NAAF MARINE SERVICES,https://magicport.ai/owners-managers/bangladesh/naaf-marine-services,2025-09-07 09:23:24
483,AKIJ MARITIME LTD,Bangladesh,3 Vessels,AKIJ MARITIME LTD,https://magicport.ai/owners-managers/bangladesh/akij-maritime-ltd,2025-09-07 09:23:24
484,HANIF MARITIME LTD,Bangladesh,3 Vessels,HANIF MARITIME LTD,https://magicport.ai/owners-managers/bangladesh/hanif-maritime-ltd,2025-09-07 09:23:24
485,SUMMIT ALLIANCE PORT LTD,Bangladesh,3 Vessels,SUMMIT ALLIANCE PORT LTD,https://magicport.ai/owners-managers/bangladesh/summit-alliance-port-ltd,2025-09-07 09:23:24
486,MAJOR SHIPPING & TRADING SERVS,Bangladesh,3 Vessels,MAJOR SHIPPING & TRADING SERVS,https://magicport.ai/owners-managers/bangladesh/major-shipping-trading-servs,2025-09-07 09:23:24
487,SEA GLORY SHIPPING AGENCIES,Bangladesh,3 Vessels,SEA GLORY SHIPPING AGENCIES,https://magicport.ai/owners-managers/bangladesh/sea-glory-shipping-agencies,2025-09-07 09:23:24
488,NEEPA PARIBAHAN LTD,Bangladesh,3 Vessels,NEEPA PARIBAHAN LTD,https://magicport.ai/owners-managers/bangladesh/neepa-paribahan-ltd,2025-09-07 09:23:24
489,MST MARINE SERVICE & TRADERS,Bangladesh,3 Vessels,MST MARINE SERVICE & TRADERS,https://magicport.ai/owners-managers/bangladesh/mst-marine-service-traders,2025-09-07 09:23:24
490,MEGHNA EDIBLE OIL REFINERY LTD,Bangladesh,2 Vessels,MEGHNA EDIBLE OIL REFINERY LTD,https://magicport.ai/owners-managers/bangladesh/meghna-edible-oil-refinery-ltd,2025-09-07 09:23:24
491,BASHUNDHARA FOOD & BEVERAGE,Bangladesh,2 Vessels,BASHUNDHARA FOOD & BEVERAGE,https://magicport.ai/owners-managers/bangladesh/bashundhara-food-beverage,2025-09-07 09:23:24
492,MEGHNA PVC LTD,Bangladesh,2 Vessels,MEGHNA PVC LTD,https://magicport.ai/owners-managers/bangladesh/meghna-pvc-ltd,2025-09-07 09:23:24
493,SYMPHONY SHIPPING LTD,Bangladesh,2 Vessels,SYMPHONY SHIPPING LTD,https://magicport.ai/owners-managers/bangladesh/symphony-shipping-ltd,2025-09-07 09:23:24
494,UNITED SHIPPING & LOGISTICS,Bangladesh,2 Vessels,UNITED SHIPPING & LOGISTICS,https://magicport.ai/owners-managers/bangladesh/united-shipping-logistics,2025-09-07 09:23:24
495,BASHUNDHARA LP GAS LTD,Bangladesh,2 Vessels,BASHUNDHARA LP GAS LTD,https://magicport.ai/owners-managers/bangladesh/bashundhara-lp-gas-ltd,2025-09-07 09:23:24
496,MEGHA TRADERS LTD,Bangladesh,2 Vessels,MEGHA TRADERS LTD,https://magicport.ai/owners-managers/bangladesh/megha-traders-ltd,2025-09-07 09:23:24
497,DORIA SHIPPING LTD-BNG,Bangladesh,2 Vessels,DORIA SHIPPING LTD-BNG,https://magicport.ai/owners-managers/bangladesh/doria-shipping-ltd-bng,2025-09-07 09:23:24
498,WATER HAVEN CORP LTD,Bangladesh,2 Vessels,WATER HAVEN CORP LTD,https://magicport.ai/owners-managers/bangladesh/water-haven-corp-ltd,2025-09-07 09:23:24
499,MEGHNA FRESH LPG LTD,Bangladesh,2 Vessels,MEGHNA FRESH LPG LTD,https://magicport.ai/owners-managers/bangladesh/meghna-fresh-lpg-ltd,2025-09-07 09:23:24
500,HR LINES LTD,Bangladesh,2 Vessels,HR LINES LTD,https://magicport.ai/owners-managers/bangladesh/hr-lines-ltd,2025-09-07 09:23:24
501,MEGHA TRADERS LTD,Bangladesh,2 Vessels,MEGHA TRADERS LTD,https://magicport.ai/owners-managers/bangladesh/megha-traders-ltd,2025-09-07 09:23:24
502,DORIA SHIPPING LTD-BNG,Bangladesh,2 Vessels,DORIA SHIPPING LTD-BNG,https://magicport.ai/owners-managers/bangladesh/doria-shipping-ltd-bng,2025-09-07 09:23:24
503,WATER HAVEN CORP LTD,Bangladesh,2 Vessels,WATER HAVEN CORP LTD,https://magicport.ai/owners-managers/bangladesh/water-haven-corp-ltd,2025-09-07 09:23:24
504,BASHUNDHARA FOOD & BEVERAGE,Bangladesh,2 Vessels,BASHUNDHARA FOOD & BEVERAGE,https://magicport.ai/owners-managers/bangladesh/bashundhara-food-beverage,2025-09-07 09:23:24
505,RUBIS EASTERN CARIBBEAN SRL,Barbados,2 Vessels,RUBIS EASTERN CARIBBEAN SRL,https://magicport.ai/owners-managers/barbados/rubis-eastern-caribbean-srl,2025-09-07 09:23:39
506,ANGLO-EASTERN ANTWERP NV,Belgium,52 Vessels,ANGLO-EASTERN ANTWERP NV,https://magicport.ai/owners-managers/belgium/anglo-eastern-antwerp-nv,2025-09-07 09:24:31
507,CMB.TECH NV,Belgium,45 Vessels,CMB.TECH NV,https://magicport.ai/owners-managers/belgium/cmbtech-nv,2025-09-07 09:24:31
508,EXMAR SHIPMANAGEMENT BV,Belgium,31 Vessels,EXMAR SHIPMANAGEMENT BV,https://magicport.ai/owners-managers/belgium/exmar-shipmanagement-bv,2025-09-07 09:24:31
509,BOCIMAR INTERNATIONAL NV,Belgium,29 Vessels,BOCIMAR INTERNATIONAL NV,https://magicport.ai/owners-managers/belgium/bocimar-international-nv,2025-09-07 09:24:31
510,EXMAR MARINE SA,Belgium,23 Vessels,EXMAR MARINE SA,https://magicport.ai/owners-managers/belgium/exmar-marine-sa,2025-09-07 09:24:31
511,CMB NV,Belgium,15 Vessels,CMB NV,https://magicport.ai/owners-managers/belgium/cmb-nv,2025-09-07 09:24:31
512,TACK SHIPPING SA,Belgium,13 Vessels,TACK SHIPPING SA,https://magicport.ai/owners-managers/belgium/tack-shipping-sa,2025-09-07 09:24:31
513,EXMAR SHIPPING BV,Belgium,12 Vessels,EXMAR SHIPPING BV,https://magicport.ai/owners-managers/belgium/exmar-shipping-bv,2025-09-07 09:24:31
514,TRANSPETROL MARITIME SERVICES,Belgium,10 Vessels,TRANSPETROL MARITIME SERVICES,https://magicport.ai/owners-managers/belgium/transpetrol-maritime-services,2025-09-07 09:24:31
515,EXCELERATE TECHNICAL MGMT BV,Belgium,9 Vessels,EXCELERATE TECHNICAL MGMT BV,https://magicport.ai/owners-managers/belgium/excelerate-technical-mgmt-bv,2025-09-07 09:24:31
516,NYK BULKSHIP ATLANTIC NV,Belgium,8 Vessels,NYK BULKSHIP ATLANTIC NV,https://magicport.ai/owners-managers/belgium/nyk-bulkship-atlantic-nv,2025-09-07 09:24:31
517,CMB TECH BELGIUM NV,Belgium,8 Vessels,CMB TECH BELGIUM NV,https://magicport.ai/owners-managers/belgium/cmb-tech-belgium-nv,2025-09-07 09:24:31
518,DELPHIS NV,Belgium,6 Vessels,DELPHIS NV,https://magicport.ai/owners-managers/belgium/delphis-nv,2025-09-07 09:24:31
